Unnamed: 0	population_den	Area	female_per	children_living_with_single_parents	owner_occupied	some_college_more	dropped_out_schoolOrCollege	sep_wid_div	unemp	debt_housing_units	housing_retirement_income	females_per_tier1_jobs	household_income_less_than_20k	household_size_greater_than_equal_3	age_35_to_54	family_household	household_self_emp	hh_dividends	yr_built	electricity_cost_per	gross_rent	pool_publicTransport	bike
"Block Group 4, Census Tract 201, Miller County, Arkansas"	5105.1	0.15	0.51	0.56	87	0.31	0	0.32	0	0.7	0.08	0.46	0.82	0.41	0.31	0.49	0.12	0.05	1976	0.5	0.17	0.12	0
"Block Group 1, Census Tract 202, Miller County, Arkansas"	4563.6	0.19	0.57	0.69	150	0.46	0	0.2	0	0.64	0.31	0.39	0.64	0.34	0.25	0.7	0.08	0.08	1965	0.41	0.4	0.27	0
"Block Group 2, Census Tract 202, Miller County, Arkansas"	5429.1	0.2	0.42	0.51	82	0.41	0	0.2	0.07	0.1	0.04	0.34	0.81	0.34	0.29	0.93	0.09	0.04	1960	0.58	0.14	0.16	0
"Block Group 3, Census Tract 202, Miller County, Arkansas"	2384.9	0.21	0.49	0.24	60	0.42	0	0.38	0.02	0.38	0.08	0.42	0.68	0.59	0.51	0.5	0.05	0	1952	0.25	0.19	0.08	0
"Block Group 4, Census Tract 202, Miller County, Arkansas"	2912.1	0.2	0.58	0.23	211	0.85	0	0.24	0.01	0.68	0.18	0.61	0.72	0.23	0.13	0.53	0.16	0.04	0	0.22	0.38	0.14	0
"Block Group 1, Census Tract 204, Miller County, Arkansas"	1257.7	0.9	0.27	0.67	79	0.39	1	0.31	0.01	0.18	0.07	0.43	0.57	0.24	0.39	0.52	0.1	0.03	1953	0.79	0.4	0.09	0
"Block Group 2, Census Tract 204, Miller County, Arkansas"	1731	0.35	0.34	1	138	0.27	0	0.25	0.07	0.33	0.25	0.25	0.77	0.24	0.43	0.54	0.09	0.05	1967	0.44	0.08	0.25	0
"Block Group 3, Census Tract 204, Miller County, Arkansas"	920.8	1.15	0.57	0.89	146	0.47	0	0.53	0.15	0.32	0.11	0.32	0.56	0.39	0.12	0.61	0.04	0.17	1984	0.69	0.15	0.05	0
"Block Group 1, Census Tract 205, Miller County, Arkansas"	1437.9	0.25	0.49	0.91	90	0.18	0	0.49	0.27	0.51	0.12	0.71	0.7	0.27	0.1	0.69	0	0.12	1958	0.31	0	0	0
"Block Group 2, Census Tract 205, Miller County, Arkansas"	898	2.04	0.52	0.47	388	0.24	0.02	0.3	0.2	0.37	0.1	0.21	0.61	0.38	0.32	0.61	0.09	0.04	1960	0.35	0.12	0.23	0
"Block Group 1, Census Tract 206, Miller County, Arkansas"	1391.6	0.27	0.87	0.9	55	0.5	0	0.37	0	0.07	0.26	0	0.6	0.31	0.11	0.56	0	0	1960	0.23	0.09	0	0
"Block Group 2, Census Tract 206, Miller County, Arkansas"	3507.1	0.44	0.62	0.77	21	0.41	0	0.28	0.06	0.14	0.05	0.27	0.56	0.42	0.18	0.55	0	0.01	2002	0.82	0.22	0.22	0
"Block Group 3, Census Tract 206, Miller County, Arkansas"	840.1	0.39	0.57	1	42	0.29	0	0.36	0	0.05	0.22	0.11	0.45	0.03	0.16	0.42	0.04	0	1964	0.42	0.21	0.17	0
"Block Group 1, Census Tract 207.01, Miller County, Arkansas"	2246.1	0.84	0.54	0.45	616	0.46	0	0.19	0.02	0.56	0.49	0.66	0.95	0.26	0.16	0.77	0.09	0.26	1977	0.35	0.13	0.21	0
"Block Group 2, Census Tract 207.01, Miller County, Arkansas"	3184.6	0.64	0.5	0.79	532	0.65	0	0.3	0.05	0.52	0.25	0.62	0.71	0.28	0.21	0.51	0.03	0.19	1979	0.46	0.29	0.1	0
"Block Group 1, Census Tract 207.02, Miller County, Arkansas"	1149.5	1.61	0.56	0.74	275	0.54	0	0.23	0.02	0.34	0.23	0.54	0.59	0.31	0.26	0.5	0.05	0.08	1979	0.77	0.45	0.19	0
"Block Group 2, Census Tract 207.02, Miller County, Arkansas"	2299.2	0.66	0.59	0.75	316	0.62	0	0.26	0.07	0.55	0.23	0.5	0.86	0.17	0.28	0.56	0.05	0.14	1976	0.51	0.13	0.08	0
"Block Group 1, Census Tract 208.01, Miller County, Arkansas"	839	2.37	0.46	0.24	476	0.74	0	0.13	0.07	0.67	0.31	0.52	0.95	0.36	0.22	0.66	0.02	0.24	1996	0.62	0.27	0.11	0
"Block Group 2, Census Tract 208.01, Miller County, Arkansas"	180.9	3.86	0.45	0.71	168	0.63	0	0.37	0	0.47	0.24	0.3	0.93	0.3	0.17	0.67	0.22	0.33	1994	0.39	0	0.14	0
"Block Group 1, Census Tract 208.02, Miller County, Arkansas"	236.5	5.77	0.6	0.42	585	0.5	0	0.39	0.02	0.49	0.33	0.42	0.85	0.26	0.29	0.58	0.15	0.2	1999	0.52	0	0	0
"Block Group 2, Census Tract 208.02, Miller County, Arkansas"	261.9	3.68	0.53	0.1	279	0.42	0	0.17	0.02	0.64	0.17	0.06	0.94	0.49	0.3	0.91	0.32	0.23	1970	0.29	0	0	0
"Block Group 3, Census Tract 208.02, Miller County, Arkansas"	56.7	3.32	0.41	0.88	75	0.27	0	0.73	0	0.65	0	0.25	0.83	0.49	0.51	0.59	0.16	0	1986	0.68	0	0.09	0
"Block Group 1, Census Tract 209.01, Miller County, Arkansas"	5.7	202.57	0.43	0.15	393	0.4	0	0.17	0	0.27	0.11	0.64	0.78	0.29	0.24	0.61	0.16	0.15	1984	0.63	0.07	0.1	0
"Block Group 2, Census Tract 209.01, Miller County, Arkansas"	129.8	6.55	0.5	0	354	0.82	0	0.15	0	0.34	0.35	0.67	0.92	0.27	0.36	0.65	0	0.37	1994	0.33	0	0.09	0
"Block Group 1, Census Tract 209.02, Miller County, Arkansas"	95.7	11.6	0.5	0	372	0.45	0	0.22	0.08	0.27	0.39	0.32	0.87	0.34	0.18	0.83	0.16	0.31	1987	0.79	0	0.03	0
"Block Group 2, Census Tract 209.02, Miller County, Arkansas"	148.8	13.21	0.46	0.36	578	0.67	0	0.32	0.02	0.55	0.19	0.46	0.83	0.3	0.24	0.72	0.02	0.2	1991	0.7	0.28	0.02	0
"Block Group 3, Census Tract 209.02, Miller County, Arkansas"	166.9	20.37	0.43	0.54	956	0.51	0	0.36	0	0.51	0.32	0.29	0.9	0.56	0.2	0.72	0.06	0.14	2001	0.91	0	0.02	0
"Block Group 1, Census Tract 210.01, Miller County, Arkansas"	156.9	8.89	0.47	0.56	361	0.6	0	0.21	0	0.44	0.17	0.7	0.87	0.34	0.3	0.91	0.23	0	1993	0.36	0.23	0	0
"Block Group 2, Census Tract 210.01, Miller County, Arkansas"	17.8	40.39	0.42	0	308	0.59	0	0.48	0.02	0.34	0.19	0.57	0.46	0.18	0.23	0.44	0	0.04	1971	0.75	0	0	0
"Block Group 3, Census Tract 210.01, Miller County, Arkansas"	6.2	70.21	0.41	0	128	0.86	0	0.03	0	0.36	0.27	0.24	0.9	0.34	0.14	0.9	0	0	1991	0.63	0	0.35	0
"Block Group 4, Census Tract 210.01, Miller County, Arkansas"	14.8	73.06	0.66	0.48	427	0.14	0	0.15	0.02	0.1	0.2	0.74	0.82	0.58	0.29	0.72	0	0.03	1969	0.4	0	0	0
"Block Group 1, Census Tract 210.02, Miller County, Arkansas"	31.5	41.23	0.4	0.59	317	0.56	0	0.24	0.05	0.47	0.17	0.63	0.93	0.6	0.32	0.83	0	0.03	1994	0.88	0	0.04	0
"Block Group 2, Census Tract 210.02, Miller County, Arkansas"	76.2	16.58	0.47	0.15	449	0.64	0	0.12	0.03	0.63	0.12	0.67	0.89	0.67	0.46	0.89	0.03	0.06	1989	0.88	0	0.13	0
"Block Group 3, Census Tract 210.02, Miller County, Arkansas"	124.6	8.28	0.56	0.47	225	0.48	0.04	0.27	0.05	0.11	0.21	0.28	0.74	0.42	0.23	0.62	0.14	0.11	1971	0.61	0.13	0.32	0
"Block Group 4, Census Tract 210.02, Miller County, Arkansas"	12.8	78.62	0.48	0	335	0.33	0	0.16	0.04	0.27	0.34	0.41	0.86	0.45	0.31	0.75	0.04	0.21	1991	0.65	0	0.08	0
"Block Group 1, Census Tract 9800, Miller County, Arkansas"	2.9	1.7	1	0	5	1	0	1	0	1	0	0	1	0	0	0	0	0	1991	0	0	0	0
"Block Group 1, Census Tract 101, Mississippi County, Arkansas"	3182.9	0.19	0.49	1	105	0.3	0	0.43	0.21	0.35	0.03	0.44	0.47	0.71	0.15	0.87	0	0	1969	0	0.86	0.11	0
"Block Group 2, Census Tract 101, Mississippi County, Arkansas"	586.7	0.6	0.54	0.47	3	0.25	0	0.54	0.13	0	0.49	0	0.59	0.49	0.26	0.8	0	0.17	1964	0.1	0	0.39	0
"Block Group 3, Census Tract 101, Mississippi County, Arkansas"	1196	0.59	0.62	1	67	0.43	0	0.27	0.14	0.4	0.27	0.3	0.77	0.44	0.24	0.69	0	0	1959	0.36	0.08	0.33	0
"Block Group 1, Census Tract 102, Mississippi County, Arkansas"	52.5	13.29	0.43	1	218	0.41	0	0.29	0.11	0.65	0.36	0.51	0.98	0.32	0.16	0.82	0.22	0.04	1979	0.37	0	0	0
"Block Group 2, Census Tract 102, Mississippi County, Arkansas"	1479.7	1.5	0.52	0.28	650	0.47	0	0.15	0.01	0.53	0.18	0.38	0.95	0.3	0.34	0.68	0.07	0.06	1977	0.41	0	0.2	0
"Block Group 3, Census Tract 102, Mississippi County, Arkansas"	2457.2	0.19	0.47	1	30	0.52	0	0.12	0.22	0.57	0	0.67	0.85	0.37	0.33	0.92	0	0	1976	0.61	0.1	0.2	0
"Block Group 4, Census Tract 102, Mississippi County, Arkansas"	4509.2	0.18	0.47	1	70	0.11	0	0.17	0.27	0.49	0.15	0	0.71	0.22	0.37	0.82	0	0	1972	0.19	0.24	0.18	0
"Block Group 5, Census Tract 102, Mississippi County, Arkansas"	2042.9	0.16	0.68	0	31	0	0	0.1	0	0	0.38	0	0.38	0.62	0.12	0.62	0	0	1968	0.38	0.39	0.51	0
"Block Group 1, Census Tract 103, Mississippi County, Arkansas"	2077.4	0.32	0.54	1	63	0.49	0.33	0.41	0.18	0	0.36	0.08	0.59	0.48	0.16	0.31	0	0	1960	0.36	0.43	0.19	0
"Block Group 2, Census Tract 103, Mississippi County, Arkansas"	280.5	5.38	0.67	1	232	0.35	0.26	0.38	0.08	0.31	0.15	0.49	0.53	0.31	0.12	0.57	0.04	0.08	1986	0.61	0.31	0.26	0
"Block Group 3, Census Tract 103, Mississippi County, Arkansas"	1531.6	0.52	0.6	1	190	0.24	0	0.18	0.06	0.23	0.14	0.36	0.7	0.38	0.12	0.6	0.02	0	1957	0.4	0	0.43	0
"Block Group 1, Census Tract 106.01, Mississippi County, Arkansas"	1172.6	0.9	0.63	1	246	0.68	0	0.21	0.02	0.45	0.13	0.82	0.74	0.49	0.3	0.69	0.2	0.13	1953	0.22	0.01	0	0
"Block Group 2, Census Tract 106.01, Mississippi County, Arkansas"	1336.9	0.75	0.53	0	388	0.8	0	0.1	0	0.68	0.59	0.55	0.92	0.38	0.32	0.88	0.21	0.26	1974	0.39	0	0.02	0
"Block Group 3, Census Tract 106.01, Mississippi County, Arkansas"	1294.4	0.77	0.43	0.26	353	0.77	0	0.19	0.01	0.52	0.35	0.27	0.89	0.21	0.26	0.59	0.16	0.31	1978	0.23	0	0.14	0
"Block Group 4, Census Tract 106.01, Mississippi County, Arkansas"	1370	0.28	0.6	0.34	108	0.41	0	0.21	0.06	0.58	0.21	0.02	0.85	0.08	0.23	0.36	0.07	0.07	1967	0.43	0.3	0.15	0
"Block Group 5, Census Tract 106.01, Mississippi County, Arkansas"	6624.6	0.15	0.69	1	121	0.35	0	0.25	0.17	0.63	0.17	0.36	0.57	0.43	0.11	0.56	0.06	0.06	1969	0.56	0.21	0.16	0
"Block Group 1, Census Tract 106.02, Mississippi County, Arkansas"	110.4	14.74	0.43	0.2	293	0.39	0	0.16	0	0.66	0.33	0.51	0.93	0.43	0.17	0.82	0.04	0.29	1976	0.6	0	0.05	0
"Block Group 1, Census Tract 107, Mississippi County, Arkansas"	18.6	47.84	0.38	0.47	246	0.38	0	0.1	0.03	0.61	0.2	0.31	0.77	0.47	0.24	0.79	0.08	0.05	1979	0.59	0.2	0.23	0
"Block Group 2, Census Tract 107, Mississippi County, Arkansas"	13.1	47.88	0.53	0.15	224	0.53	0.03	0.24	0.02	0.23	0.41	0.38	0.89	0.36	0.22	0.58	0.24	0.22	1970	0.48	0	0.07	0
"Block Group 3, Census Tract 107, Mississippi County, Arkansas"	6	81.93	0.45	0.78	225	0.33	0	0.34	0	0.28	0.16	0.29	0.62	0.27	0.28	0.57	0.11	0.04	1991	0.65	0	0.12	0
"Block Group 4, Census Tract 107, Mississippi County, Arkansas"	31.9	60.46	0.52	0.34	572	0.55	0.09	0.13	0.01	0.73	0.19	0.37	0.96	0.5	0.36	0.75	0.11	0.14	1997	0.53	0.06	0.04	0
"Block Group 1, Census Tract 108.01, Mississippi County, Arkansas"	8.2	67.46	0.45	0.59	166	0.5	0	0.24	0	0.48	0.27	0.25	0.74	0.42	0.11	0.62	0.08	0.12	1968	0.25	0	0.11	0
"Block Group 2, Census Tract 108.01, Mississippi County, Arkansas"	131.1	12.62	0.57	0.5	330	0.37	0.12	0.26	0.05	0.24	0.24	0.48	0.64	0.32	0.27	0.67	0.17	0.09	1976	0.35	0.2	0.33	0
"Block Group 3, Census Tract 108.01, Mississippi County, Arkansas"	13.1	55.93	0.49	0.13	238	0.2	0	0.13	0	0.27	0.1	0.35	0.82	0.39	0.36	0.7	0.12	0.15	1988	0.29	0	0.03	0
"Block Group 4, Census Tract 108.01, Mississippi County, Arkansas"	32.2	13.95	0.44	0.52	159	0.39	0	0.31	0.02	0.42	0.25	0.2	0.8	0.19	0.32	0.67	0.12	0.1	1981	0.41	0.26	0.16	0
"Block Group 1, Census Tract 108.02, Mississippi County, Arkansas"	592.9	2.19	0.54	0.53	151	0.18	0	0.27	0.07	0.68	0.18	0.28	0.74	0.29	0.24	0.6	0.08	0.11	1976	0.37	0	0.1	0
"Block Group 2, Census Tract 108.02, Mississippi County, Arkansas"	304.1	3.63	0.56	0	332	0.51	0	0.19	0	0.61	0.34	0.46	0.86	0.51	0.3	0.79	0.21	0.24	1985	0.44	0.61	0.12	0
"Block Group 3, Census Tract 108.02, Mississippi County, Arkansas"	409.7	2.51	0.52	0	270	0.68	0	0.07	0	0.63	0.19	0.69	0.95	0.64	0.13	1	0.14	0	1988	0.17	0	0	0
"Block Group 1, Census Tract 109, Mississippi County, Arkansas"	11.7	84.65	0.34	0.35	223	0.23	0.02	0.27	0.05	0.31	0.21	0.67	0.67	0.45	0.21	0.62	0.14	0.02	1988	0.54	0.04	0.02	0
"Block Group 2, Census Tract 109, Mississippi County, Arkansas"	180.6	3.75	0.4	0.67	81	0.22	0	0.21	0.1	0.12	0.11	0.37	0.59	0.5	0.22	0.65	0.09	0.02	1974	0.34	0.11	0.24	0
"Block Group 3, Census Tract 109, Mississippi County, Arkansas"	9.4	80.72	0.3	0.33	160	0.28	0	0.37	0.03	0.23	0.02	0.44	0.72	0.24	0.37	0.46	0	0.07	1976	0.55	0.21	0.2	0
"Block Group 1, Census Tract 110, Mississippi County, Arkansas"	318.2	3.71	0.46	0.57	223	0.3	0.3	0.29	0.13	0.25	0.33	0.63	0.66	0.3	0.12	0.57	0.02	0.01	1981	0.48	0.12	0.1	0
"Block Group 2, Census Tract 110, Mississippi County, Arkansas"	323.9	0.8	0.55	1	76	0.48	0	0.55	0.32	0	0.24	1	0.75	0.25	0.3	0.76	0.25	0	1975	0.6	0	0	0
"Block Group 3, Census Tract 110, Mississippi County, Arkansas"	983.8	0.68	0.51	1	71	0.21	0	0.19	0.13	0.35	0.06	0.18	0.47	0.11	0.23	0.51	0	0	1976	0.35	0.48	0.46	0
"Block Group 4, Census Tract 110, Mississippi County, Arkansas"	379.3	3.99	0.55	0.81	185	0.3	0	0.21	0.14	0.15	0.13	0.31	0.87	0.38	0.26	0.91	0.11	0.03	1964	0.49	0.17	0.23	0
"Block Group 1, Census Tract 111, Mississippi County, Arkansas"	25.8	15.99	0.52	1	149	0.46	0	0.23	0	0.49	0.28	0.55	0.71	0.16	0.21	0.68	0.35	0.14	1962	0.08	0.4	0.18	0
"Block Group 2, Census Tract 111, Mississippi County, Arkansas"	620.8	4.84	0.48	0.58	501	0.42	0.03	0.24	0.03	0.74	0.17	0.43	0.88	0.54	0.22	0.73	0.02	0.07	1984	0.56	0.01	0.1	0
"Block Group 1, Census Tract 112, Mississippi County, Arkansas"	46	24.48	0.48	0.36	310	0.56	0.04	0.24	0.02	0.71	0.21	0.47	0.97	0.46	0.2	0.68	0.06	0.07	1979	0.55	0.03	0.13	0
"Block Group 2, Census Tract 112, Mississippi County, Arkansas"	11.1	89.66	0.5	0.63	204	0.31	0.18	0.34	0.1	0.38	0.09	0.36	0.8	0.32	0.22	0.62	0.11	0.18	1983	0.81	0.15	0.22	0
"Block Group 1, Census Tract 113, Mississippi County, Arkansas"	14.9	35.12	0.45	0.54	110	0.41	0.09	0.11	0.04	0.3	0.1	0.26	0.88	0.58	0.33	0.88	0.29	0.04	1981	0.54	0.24	0.23	0
"Block Group 2, Census Tract 113, Mississippi County, Arkansas"	11.4	104.07	0.46	0.46	323	0.36	0.08	0.32	0.09	0.39	0.19	0.56	0.73	0.28	0.25	0.55	0.05	0.08	1985	0.35	0.22	0.09	0
"Block Group 1, Census Tract 114, Mississippi County, Arkansas"	328.4	2.8	0.51	0.2	157	0.47	0	0.42	0	0.68	0.08	0.12	0.84	0.47	0.2	0.53	0.15	0.1	1980	0.31	0.3	0.13	0
"Block Group 2, Census Tract 114, Mississippi County, Arkansas"	129.8	4.98	0.51	0.34	194	0.44	0	0.35	0	0.45	0.14	0.48	0.79	0.25	0.33	0.56	0	0.02	1977	0.49	0.36	0.13	0
"Block Group 3, Census Tract 114, Mississippi County, Arkansas"	44	4.94	0.79	0	0	0.65	1	0.19	0	0	0.64	0.04	0.82	0.01	0.3	0.52	0	0.26	1956	0.28	0.18	0	0
"Block Group 1, Census Tract 9501, Monroe County, Arkansas"	52.1	8.74	0.42	1	89	0.47	0	0.47	0.02	0.39	0.15	0.19	0.54	0.22	0.16	0.47	0.06	0	1974	0.53	0.21	0.35	0
"Block Group 2, Census Tract 9501, Monroe County, Arkansas"	38.2	18.61	0.68	0.33	150	0.45	0	0.13	0.22	0.47	0.25	0.23	0.95	0.29	0.31	0.63	0.29	0.07	1980	0.68	0	0.04	0
"Block Group 3, Census Tract 9501, Monroe County, Arkansas"	17	75.53	0.49	0.33	315	0.26	0	0.37	0.06	0.31	0.28	0.23	0.61	0.19	0.34	0.43	0.07	0.13	1976	0.7	0.28	0.14	0
"Block Group 4, Census Tract 9501, Monroe County, Arkansas"	378.1	1.89	0.48	1	242	0.29	0	0.2	0.02	0.19	0.1	0.34	0.64	0.14	0.11	0.51	0.13	0.25	1965	0.21	0	0.2	0
"Block Group 1, Census Tract 9502, Monroe County, Arkansas"	13.5	106.41	0.52	0.32	340	0.42	0	0.3	0.06	0.39	0.33	0.62	0.72	0.24	0.2	0.59	0.14	0.16	1983	0.57	0.04	0.08	0
"Block Group 2, Census Tract 9502, Monroe County, Arkansas"	17.1	43.99	0.55	0.03	188	0.46	0	0.26	0	0.41	0.4	0.4	0.59	0.14	0.24	0.54	0.1	0.05	1973	0.47	0.12	0.13	0
"Block Group 1, Census Tract 9503, Monroe County, Arkansas"	4.2	182.29	0.56	0.88	198	0.44	0	0.26	0.04	0.23	0.21	0.23	0.77	0.35	0.16	0.6	0.09	0.18	1982	0.51	0.24	0.24	0
"Block Group 2, Census Tract 9503, Monroe County, Arkansas"	4.6	170.01	0.45	0	269	0.36	0	0.29	0	0.37	0.15	0.53	0.95	0.12	0.16	0.57	0.2	0.21	1984	0.41	0.18	0	0
"Block Group 1, Census Tract 9530, Montgomery County, Arkansas"	11	91.99	0.5	0.57	400	0.54	0	0.19	0.06	0.57	0.23	0.49	0.72	0.23	0.12	0.76	0.21	0.3	1990	0.54	0.24	0	0
"Block Group 2, Census Tract 9530, Montgomery County, Arkansas"	188.9	6.67	0.51	0.05	383	0.57	0	0.22	0.02	0.36	0.4	0.39	0.75	0.18	0.19	0.72	0.07	0.34	1991	0.37	0.22	0.03	0
"Block Group 3, Census Tract 9530, Montgomery County, Arkansas"	18.1	23.13	0.46	0	152	0.51	0	0.1	0	0.38	0.51	0.12	0.84	0.23	0.25	0.82	0.2	0.47	1984	0.56	0	0	0
"Block Group 4, Census Tract 9530, Montgomery County, Arkansas"	12.6	27.92	0.57	0.05	135	0.64	0	0.16	0	0.42	0.23	0.61	0.79	0.35	0.23	0.74	0.09	0.3	1994	0.7	0	0.2	0
"Block Group 1, Census Tract 9531, Montgomery County, Arkansas"	10.1	130.56	0.51	0.28	381	0.53	0	0.29	0.03	0.34	0.25	0.38	0.74	0.44	0.25	0.77	0.15	0.22	1982	0.39	0.27	0.37	0
"Block Group 2, Census Tract 9531, Montgomery County, Arkansas"	4.9	140.08	0.51	0.09	284	0.57	0	0.31	0.01	0.41	0.38	0.61	0.68	0.18	0.23	0.56	0.16	0.12	1990	0.46	0	0.06	0
"Block Group 1, Census Tract 9532, Montgomery County, Arkansas"	14.1	121.66	0.45	0.32	547	0.49	0	0.23	0.08	0.44	0.17	0.52	0.75	0.3	0.25	0.78	0.15	0.16	1986	0.54	0	0.1	0
"Block Group 2, Census Tract 9532, Montgomery County, Arkansas"	16.7	58.64	0.53	0.24	317	0.43	0.29	0.33	0.08	0.23	0.27	0.51	0.69	0.33	0.23	0.66	0.16	0.09	1982	0.41	0.15	0.07	0
"Block Group 3, Census Tract 9532, Montgomery County, Arkansas"	4.3	179.81	0.46	0.65	322	0.4	0	0.38	0.03	0.26	0.21	0.33	0.74	0.28	0.27	0.6	0.12	0.21	1984	0.34	0	0.35	0
"Block Group 1, Census Tract 901, Nevada County, Arkansas"	4.5	125.96	0.5	1	136	0.22	0	0.18	0.02	0.05	0.41	0.42	0.63	0.41	0.27	0.82	0	0.18	1982	0.47	0	0.2	0
"Block Group 2, Census Tract 901, Nevada County, Arkansas"	11.8	87.35	0.45	0.07	309	0.38	0	0.32	0.06	0.32	0.27	0.24	0.85	0.22	0.23	0.71	0.1	0.13	1987	0.59	0	0.15	0
"Block Group 3, Census Tract 901, Nevada County, Arkansas"	13.3	67.25	0.4	0.25	271	0.41	0.35	0.24	0.07	0.33	0.17	0.33	0.82	0.4	0.32	0.76	0.15	0.16	1973	0.57	0.04	0.12	0
"Block Group 1, Census Tract 902, Nevada County, Arkansas"	349.9	5	0.42	0.51	327	0.37	0	0.43	0.02	0.21	0.16	0.48	0.78	0.28	0.18	0.49	0.11	0.03	1961	0.37	0.17	0.27	0
"Block Group 2, Census Tract 902, Nevada County, Arkansas"	147.2	8.09	0.55	0.81	203	0.38	0	0.27	0	0.3	0.27	0.37	0.57	0.47	0.2	0.68	0	0.04	1957	0.44	0.58	0	0
"Block Group 3, Census Tract 902, Nevada County, Arkansas"	11.1	129.93	0.7	0.56	361	0.5	0	0.3	0.05	0.37	0.18	0.7	0.9	0.3	0.28	0.72	0.02	0.08	1986	0.43	0	0.2	0
"Block Group 1, Census Tract 903, Nevada County, Arkansas"	7.6	84.64	0.54	0.48	215	0.37	0	0.32	0.02	0.55	0.08	0.54	0.74	0.48	0.34	0.77	0.03	0.02	1974	0.54	0	0.38	0
"Block Group 2, Census Tract 903, Nevada County, Arkansas"	7.5	109.58	0.41	0.18	263	0.44	0	0.38	0.08	0.26	0.29	0.36	0.63	0.26	0.38	0.57	0.09	0.17	1980	0.66	0	0.18	0
"Block Group 1, Census Tract 1801, Newton County, Arkansas"	24.3	33.8	0.51	0.05	193	0.62	0	0.36	0.02	0.44	0.19	0.39	0.65	0.14	0.15	0.53	0.11	0.1	1976	0.64	0.28	0.04	0
"Block Group 2, Census Tract 1801, Newton County, Arkansas"	22.5	78.32	0.52	0.43	584	0.47	0	0.26	0.06	0.51	0.17	0.38	0.81	0.31	0.19	0.77	0.3	0.16	1977	0.49	0.09	0.15	0
"Block Group 3, Census Tract 1801, Newton County, Arkansas"	8.5	119.92	0.53	0	255	0.46	0.65	0.19	0	0.41	0.25	0.32	0.92	0.43	0.29	0.78	0.2	0.08	1982	0.65	0.18	0.02	0
"Block Group 1, Census Tract 1802, Newton County, Arkansas"	8.7	159.64	0.51	0.03	353	0.43	0	0.24	0.01	0.32	0.16	0.33	0.83	0.24	0.2	0.71	0.13	0.09	1979	0.35	0.03	0.07	0
"Block Group 2, Census Tract 1802, Newton County, Arkansas"	12.5	100.53	0.43	0.57	449	0.58	0	0.35	0	0.61	0.26	0.71	0.85	0.14	0.27	0.48	0.17	0.19	1984	0.34	0.15	0.09	0
"Block Group 3, Census Tract 1802, Newton County, Arkansas"	3.4	328.86	0.51	0.04	354	0.3	0	0.17	0.02	0.26	0.35	0.84	0.72	0.23	0.15	0.72	0.26	0.2	1975	0.23	0.05	0.06	0
"Block Group 1, Census Tract 9501.01, Ouachita County, Arkansas"	247.5	6.3	0.54	0.43	404	0.54	0	0.29	0.04	0.54	0.25	0.35	0.91	0.44	0.18	0.72	0.08	0.1	1970	0.49	0.06	0.1	0
"Block Group 2, Census Tract 9501.01, Ouachita County, Arkansas"	22	28.53	0.5	0.41	239	0.52	0	0.19	0	0.71	0.21	0.65	0.76	0.29	0.37	0.66	0	0.2	1982	0.34	1	0.26	0
"Block Group 1, Census Tract 9501.02, Ouachita County, Arkansas"	404.3	2.47	0.54	0.27	238	0.45	0	0.26	0.01	0.41	0.1	0.38	0.72	0.39	0.32	0.72	0.03	0.05	1956	0.26	0	0.04	0
"Block Group 2, Census Tract 9501.02, Ouachita County, Arkansas"	2.4	107.13	0.49	0	139	0.19	0	0.09	0	0.53	0	1	1	0	0.23	0.89	0	0.24	1994	0.4	0	0	0
"Block Group 3, Census Tract 9501.02, Ouachita County, Arkansas"	16.4	29.74	0.64	0	161	0.25	0	0.35	0	0.16	0.13	0.19	0.71	0.12	0.33	0.43	0.07	0.12	1976	0.49	0.32	0.12	0
"Block Group 4, Census Tract 9501.02, Ouachita County, Arkansas"	32.1	32.42	0.45	0	354	0.48	0	0.31	0.04	0.33	0.46	0.52	0.81	0.13	0.11	0.63	0.04	0.22	1979	0.39	0	0	0
"Block Group 1, Census Tract 9502, Ouachita County, Arkansas"	13.4	97.61	0.49	0.22	402	0.69	0	0.2	0.01	0.49	0.13	0.62	0.84	0.15	0.24	0.76	0.13	0.23	1980	0.33	0.42	0.14	0
"Block Group 2, Census Tract 9502, Ouachita County, Arkansas"	10.3	115.35	0.52	0.05	413	0.43	0.06	0.46	0	0.22	0.22	0.74	0.74	0.23	0.26	0.49	0	0.12	1979	0.37	0.18	0.01	0
"Block Group 1, Census Tract 9503.01, Ouachita County, Arkansas"	12	60.83	0.51	0.09	262	0.54	0	0.19	0.14	0.07	0.69	0.08	0.89	0.17	0.42	0.75	0.03	0.07	1985	0.39	0.05	0.02	0
"Block Group 2, Census Tract 9503.01, Ouachita County, Arkansas"	13.2	71.28	0.54	0	336	0.4	0	0.15	0.13	0.24	0.21	0.62	0.79	0.21	0.32	0.74	0.17	0.21	1982	0.48	0.32	0.29	0
"Block Group 1, Census Tract 9503.02, Ouachita County, Arkansas"	129.7	5.67	0.54	0.49	150	0.27	0	0.18	0	0.26	0.36	0.31	0.69	0.22	0.15	0.7	0.15	0.06	1956	0.45	0.07	0.15	0
"Block Group 2, Census Tract 9503.02, Ouachita County, Arkansas"	64.5	17.71	0.58	0	228	0.55	0	0.28	0.02	0.27	0.42	0.76	0.92	0.65	0.33	1	0.04	0.22	1985	0.31	0	0	0
